"","query","target","alntmscore","lddt","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","evalue","bits","taxid","taxname","taxlineage","query_effector_type_score","query_prediction","target_ID","database"
"324","FOXG_15875","AF-E3QKH1-F1-model_v4","0.6125","0.625","0.189","111","80","5","1","110","3","104","0.0009411","157","645133","Colletotrichum graminicola M1.001","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Glomerellales;f_Glomerellaceae;g_Colletotrichum;-_Colletotrichum graminicola species complex;s_Colletotrichum graminicola;-_Colletotrichum graminicola M1.001",0.803,"Apoplastic","E3QKH1","uniprot50"
"325","FOXG_12469","AF-A0A1E3JG85-F1-model_v4","0.6114","0.6888","0.226","146","89","8","102","234","4","138","0.000165","161","1295532","Cryptococcus depauperatus CBS 7855","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Tremellomycetes;o_Tremellales;f_Cryptococcaceae;g_Cryptococcus;s_Cryptococcus depauperatus;-_Cryptococcus depauperatus CBS 7855",0.58,"Apoplastic","A0A1E3JG85","uniprot50"
"326","FOXG_14570","AF-A0A4Z1PHZ7-F1-model_v4","0.6104","0.7464","0.207","111","83","2","1","106","1","111","0.0007719","146","86259","Venturia nashicola","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Venturiales;f_Venturiaceae;g_Venturia;s_Venturia nashicola",0.861,"Cytoplasmic","A0A4Z1PHZ7","uniprot50"
"327","FOXG_12469","AF-A0A0L0VQG7-F1-model_v4","0.61","0.5713","0.188","117","73","7","127","235","14","116","0.000681","134","1165861","Puccinia striiformis f. sp. tritici PST-78","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis;-_Puccinia striiformis f. sp. tritici;-_Puccinia striiformis f. sp. tritici PST-78",0.58,"Apoplastic","A0A0L0VQG7","uniprot50"
"328","FOXG_17307","AF-W9YXU6-F1-model_v4","0.6096","0.6467","0.303","99","53","5","1","84","28","125","0.0004141","159","1089452","Fusarium oxysporum f. sp. melonis 26406","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium oxysporum;-_Fusarium oxysporum f. sp. melonis;-_Fusarium oxysporum f. sp. melonis 26406",0.931,"Apoplastic","W9YXU6","uniprot50"
"329","FOXG_14069","AF-A0A1Y2CBD2-F1-model_v4","0.6092","0.5739","0.218","119","69","9","125","234","53","156","0.0001034","151","1754190","Neocallimastix californiae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Neocallimastix;s_Neocallimastix californiae",0.573,"Apoplastic","A0A1Y2CBD2","uniprot50"
"330","FOXG_14069","AF-A0A2J6QI93-F1-model_v4","0.6088","0.7151","0.187","139","92","7","102","235","2","124","0.0004834","153","2082293","Hyaloscypha hepaticicola","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Hyaloscyphaceae;g_Hyaloscypha;-_Hyaloscypha hepaticicola/Rhizoscyphus ericae species complex;s_Hyaloscypha hepaticicola",0.573,"Apoplastic","A0A2J6QI93","uniprot50"
"331","FOXG_12469","AF-W3WJG9-F1-model_v4","0.6082","0.7153","0.187","139","93","6","100","234","4","126","0.0001051","168","1229662","Pestalotiopsis fici W106-1","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Xylariomycetidae;o_Xylariales;f_Sporocadaceae;g_Pestalotiopsis;s_Pestalotiopsis fici;-_Pestalotiopsis fici W106-1",0.58,"Apoplastic","W3WJG9","uniprot50"
"332","FOXG_17307","AF-A0A7R8AQH8-F1-model_v4","0.6082","0.6757","0.232","99","59","5","1","82","31","129","0.0004395","162","1220207","Aspergillus puulaauensis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;s_Aspergillus puulaauensis",0.931,"Apoplastic","A0A7R8AQH8","uniprot50"
"333","FOXG_12469","AF-A0A1D9PWX6-F1-model_v4","0.608","0.7049","0.202","143","93","6","96","235","2","126","0.0004338","153","665079","Sclerotinia sclerotiorum 1980 UF-70","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Sclerotiniaceae;g_Sclerotinia;s_Sclerotinia sclerotiorum;-_Sclerotinia sclerotiorum 1980 UF-70",0.58,"Apoplastic","A0A1D9PWX6","uniprot50"
"334","FOXG_14069","AF-A0A2S4UM61-F1-model_v4","0.6079","0.5557","0.141","127","87","6","129","235","24","148","0.0007579","131","27350","Puccinia striiformis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis",0.573,"Apoplastic","A0A2S4UM61","uniprot50"
"335","FOXG_17307","AF-G2QMV1-F1-model_v4","0.6079","0.6292","0.272","99","56","6","2","84","21","119","0.0008464","149","573729","Thermothelomyces thermophilus ATCC 42464","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Sordariales;f_Chaetomiaceae;g_Thermothelomyces;s_Thermothelomyces thermophilus;-_Thermothelomyces thermophilus ATCC 42464",0.931,"Apoplastic","G2QMV1","uniprot50"
"336","FOXG_20914","AF-S3CWG7-F1-model_v4","0.6078","0.5834","0.187","165","102","10","1","142","137","292","0.0006835","131","1116229","Glarea lozoyensis ATCC 20868","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Helotiaceae;g_Glarea;s_Glarea lozoyensis;-_Glarea lozoyensis ATCC 20868",0.5915,"Apoplastic/cytoplasmic","S3CWG7","uniprot50"
"337","FOXG_12469","AF-A0A2S4UM61-F1-model_v4","0.6077","0.5581","0.149","127","86","6","129","235","24","148","0.0005263","134","27350","Puccinia striiformis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis",0.58,"Apoplastic","A0A2S4UM61","uniprot50"
"338","FOXG_12469","AF-A0A180GXC9-F1-model_v4","0.6076","0.5663","0.145","124","80","8","133","235","24","142","0.0003352","139","630390","Puccinia triticina 1-1 BBBD Race 1","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia triticina;-_Puccinia triticina 1-1 BBBD Race 1",0.58,"Apoplastic","A0A180GXC9","uniprot50"
"339","FOXG_14069","AF-A0A180GXC9-F1-model_v4","0.6076","0.5664","0.145","124","80","8","133","235","24","142","0.0003739","139","630390","Puccinia triticina 1-1 BBBD Race 1","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia triticina;-_Puccinia triticina 1-1 BBBD Race 1",0.573,"Apoplastic","A0A180GXC9","uniprot50"
"340","FOXG_12469","AF-A0A511K6X0-F1-model_v4","0.6071","0.6889","0.121","148","102","8","105","235","1","137","0.0005613","148","5286","Rhodotorula toruloides","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Microbotryomycetes;o_Sporidiobolales;f_Sporidiobolaceae;g_Rhodotorula;s_Rhodotorula toruloides",0.58,"Apoplastic","A0A511K6X0","uniprot50"
"341","FOXG_14069","AF-A0A0L0URE9-F1-model_v4","0.607","0.5898","0.173","127","75","8","132","235","17","136","0.0002097","147","1165861","Puccinia striiformis f. sp. tritici PST-78","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis;-_Puccinia striiformis f. sp. tritici;-_Puccinia striiformis f. sp. tritici PST-78",0.573,"Apoplastic","A0A0L0URE9","uniprot50"
"342","FOXG_12469","AF-A0A0L0URE9-F1-model_v4","0.6067","0.5929","0.188","127","73","8","132","235","17","136","0.0002135","146","1165861","Puccinia striiformis f. sp. tritici PST-78","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis;-_Puccinia striiformis f. sp. tritici;-_Puccinia striiformis f. sp. tritici PST-78",0.58,"Apoplastic","A0A0L0URE9","uniprot50"
"343","FOXG_14069","AF-A0A0L0VQG7-F1-model_v4","0.6062","0.5641","0.181","116","73","7","128","235","15","116","0.0008619","130","1165861","Puccinia striiformis f. sp. tritici PST-78","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis;-_Puccinia striiformis f. sp. tritici;-_Puccinia striiformis f. sp. tritici PST-78",0.573,"Apoplastic","A0A0L0VQG7","uniprot50"
"344","FOXG_20914","AF-A0A365MYN4-F1-model_v4","0.6059","0.6523","0.177","158","93","5","21","141","173","330","0.0003768","144","948311","Fusarium proliferatum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium fujikuroi species complex;s_Fusarium proliferatum",0.5915,"Apoplastic/cytoplasmic","A0A365MYN4","uniprot50"
"345","FOXG_14570","AF-A0A3M7JZN8-F1-model_v4","0.6056","0.7208","0.22","109","75","4","1","107","6","106","0.0002028","156","5059","Aspergillus flavus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Circumdati;s_Aspergillus flavus",0.861,"Cytoplasmic","A0A3M7JZN8","uniprot50"
"346","FOXG_14069","AF-V2YVG2-F1-model_v4","0.6053","0.591","0.137","131","93","7","108","235","2","115","0.0001103","153","1381753","Moniliophthora roreri MCA 2997","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Marasmiineae;f_Marasmiaceae;g_Moniliophthora;s_Moniliophthora roreri;-_Moniliophthora roreri MCA 2997",0.573,"Apoplastic","V2YVG2","uniprot50"
"347","FOXG_22047","AF-G3JUS4-F1-model_v4","0.6051","0.57","0.242","103","68","4","1","93","3","105","0.0002941","144","983644","Cordyceps militaris CM01","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Cordycipitaceae;g_Cordyceps;s_Cordyceps militaris;-_Cordyceps militaris CM01",0.708,"Apoplastic","G3JUS4","uniprot50"
"348","FOXG_12469","AF-A0A0H2S3E5-F1-model_v4","0.605","0.6595","0.224","125","81","5","91","212","2","113","0.0001121","161","27342","Schizopora paradoxa","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Hymenochaetales;f_Schizoporaceae;g_Schizopora;s_Schizopora paradoxa",0.58,"Apoplastic","A0A0H2S3E5","uniprot50"
"349","FOXG_12469","AF-H6QPZ4-F1-model_v4","0.6047","0.589","0.195","128","72","7","132","235","28","148","0.0002947","143","418459","Puccinia graminis f. sp. tritici CRL 75-36-700-3","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia graminis;-_Puccinia graminis f. sp. tritici;-_Puccinia graminis f. sp. tritici CRL 75-36-700-3",0.58,"Apoplastic","H6QPZ4","uniprot50"
"350","FOXG_14069","AF-H6QPZ4-F1-model_v4","0.6045","0.5878","0.179","128","74","7","132","235","28","148","0.0001729","148","418459","Puccinia graminis f. sp. tritici CRL 75-36-700-3","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia graminis;-_Puccinia graminis f. sp. tritici;-_Puccinia graminis f. sp. tritici CRL 75-36-700-3",0.573,"Apoplastic","H6QPZ4","uniprot50"
"351","FOXG_17307","AF-A0A6A6EY62-F1-model_v4","0.6041","0.6545","0.181","99","64","4","1","83","9","106","0.0009535","150","1314779","Zopfia rhizophila CBS 207.26","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Dothideomycetes incertae sedis;f_Zopfiaceae;g_Zopfia;s_Zopfia rhizophila;-_Zopfia rhizophila CBS 207.26",0.931,"Apoplastic","A0A6A6EY62","uniprot50"
"352","FOXG_22047","AF-A0A1Y2M5V1-F1-model_v4","0.6039","0.6223","0.095","126","98","8","1","114","7","128","0.0003551","148","105696","Epicoccum nigrum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Pleosporineae;f_Didymellaceae;g_Epicoccum;s_Epicoccum nigrum",0.708,"Apoplastic","A0A1Y2M5V1","uniprot50"
"353","FOXG_02842","AF-A0A365MQ14-F1-model_v4","0.6036","0.6695","0.254","122","72","6","19","137","782","887","0.0001934","167","948311","Fusarium proliferatum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium fujikuroi species complex;s_Fusarium proliferatum",0.636,"Apoplastic/cytoplasmic","A0A365MQ14","uniprot50"
"354","FOXG_12469","AF-A0A0W0FTX2-F1-model_v4","0.6033","0.73","0.231","151","95","7","91","235","2","137","0.0005263","153","221103","Moniliophthora roreri","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Marasmiineae;f_Marasmiaceae;g_Moniliophthora;s_Moniliophthora roreri",0.58,"Apoplastic","A0A0W0FTX2","uniprot50"
"355","FOXG_20914","AF-W9J6Q2-F1-model_v4","0.6033","0.6692","0.179","162","94","5","15","140","161","319","0.0001945","152","660029","Fusarium oxysporum NRRL 32931","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium oxysporum;-_Fusarium oxysporum NRRL 32931",0.5915,"Apoplastic/cytoplasmic","W9J6Q2","uniprot50"
"356","FOXG_22047","AF-A0A4Q4M3W3-F1-model_v4","0.603","0.6409","0.159","132","95","7","1","125","1","123","0.0005515","146","119927","Alternaria tenuissima","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Pleosporineae;f_Pleosporaceae;g_Alternaria;-_Alternaria sect. Alternaria;-_Alternaria alternata complex;s_Alternaria tenuissima",0.708,"Apoplastic","A0A4Q4M3W3","uniprot50"
"357","FOXG_14570","AF-A0A1S1VXZ3-F1-model_v4","0.6024","0.7729","0.21","100","78","1","7","106","25","123","0.0007719","148","1573173","Colletotrichum incanum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Glomerellales;f_Glomerellaceae;g_Colletotrichum;-_Colletotrichum spaethianum species complex;s_Colletotrichum incanum",0.861,"Cytoplasmic","A0A1S1VXZ3","uniprot50"
"358","FOXG_17307","AF-A0A094B990-F1-model_v4","0.6024","0.6978","0.267","101","55","4","1","82","11","111","0.0002283","171","1420906","Pseudogymnoascus sp. VKM F-4281 (FW-2241)","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;-_Leotiomycetes incertae sedis;f_Pseudeurotiaceae;g_Pseudogymnoascus;-_unclassified Pseudogymnoascus;s_Pseudogymnoascus sp. VKM F-4281 (FW-2241)",0.931,"Apoplastic","A0A094B990","uniprot50"
"359","FOXG_14069","AF-N1J7F3-F1-model_v4","0.602","0.6432","0.223","130","83","5","91","217","1","115","0.0002711","150","546991","Blumeria hordei DH14","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Erysiphales;f_Erysiphaceae;g_Blumeria;s_Blumeria hordei;-_Blumeria hordei DH14",0.573,"Apoplastic","N1J7F3","uniprot50"
"360","FOXG_15875","AF-F9FQ77-F1-model_v4","0.602","0.6309","0.223","121","77","11","1","112","12","124","0.0007512","159","660025","Fusarium oxysporum f. sp. conglutinans Fo5176","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium oxysporum;-_Fusarium oxysporum f. sp. conglutinans;-_Fusarium oxysporum f. sp. conglutinans Fo5176",0.803,"Apoplastic","F9FQ77","uniprot50"
"361","FOXG_14069","AF-A0A6A4GJR5-F1-model_v4","0.6019","0.6848","0.22","150","102","7","91","235","4","143","0.0001521","161","1447944","Gymnopus androsaceus JB14","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Marasmiineae;f_Omphalotaceae;g_Gymnopus;s_Gymnopus androsaceus;-_Gymnopus androsaceus JB14",0.573,"Apoplastic","A0A6A4GJR5","uniprot50"
"362","FOXG_15875","AF-A0A0K8L1W8-F1-model_v4","0.6017","0.6379","0.166","120","85","6","1","112","1","113","0.0007948","159","91492","Aspergillus udagawae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;s_Aspergillus udagawae",0.803,"Apoplastic","A0A0K8L1W8","uniprot50"
"363","FOXG_14069","AF-A0A1D9PWX6-F1-model_v4","0.6015","0.701","0.201","144","92","6","96","235","2","126","0.00098","144","665079","Sclerotinia sclerotiorum 1980 UF-70","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Sclerotiniaceae;g_Sclerotinia;s_Sclerotinia sclerotiorum;-_Sclerotinia sclerotiorum 1980 UF-70",0.573,"Apoplastic","A0A1D9PWX6","uniprot50"
"364","FOXG_17307","AF-G2YPQ4-F1-model_v4","0.601","0.6368","0.196","112","73","4","2","98","55","164","0.0001335","168","999810","Botrytis cinerea T4","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Sclerotiniaceae;g_Botrytis;s_Botrytis cinerea;-_Botrytis cinerea T4",0.931,"Apoplastic","G2YPQ4","uniprot50"
"365","FOXG_14069","AF-F4R723-F1-model_v4","0.6008","0.5917","0.146","130","83","10","128","235","90","213","0.0004834","138","747676","Melampsora larici-populina 98AG31","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Melampsoraceae;g_Melampsora;s_Melampsora laricis-populina;-_Melampsora larici-populina 98AG31",0.573,"Apoplastic","F4R723","uniprot50"
"366","FOXG_12469","AF-A0A2S4V4U3-F1-model_v4","0.5999","0.6375","0.153","137","80","4","124","234","41","167","0.0002429","150","27350","Puccinia striiformis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis",0.58,"Apoplastic","A0A2S4V4U3","uniprot50"
"367","FOXG_14069","AF-A0A2H3JL28-F1-model_v4","0.5995","0.5557","0.209","124","68","7","114","235","19","114","0.0001844","143","742152","Wolfiporia cocos MD-104 SS10","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Polyporales;f_Phaeolaceae;g_Wolfiporia;s_Wolfiporia cocos;-_Wolfiporia cocos MD-104 SS10",0.573,"Apoplastic","A0A2H3JL28","uniprot50"
"368","FOXG_15875","AF-A0A834SGL6-F1-model_v4","0.5987","0.6498","0.136","117","83","7","2","112","1","105","0.0005357","164","45151","Pyrenophora tritici-repentis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Pleosporineae;f_Pleosporaceae;g_Pyrenophora;s_Pyrenophora tritici-repentis",0.803,"Apoplastic","A0A834SGL6","uniprot50"
"369","FOXG_15875","AF-A0A319CIN4-F1-model_v4","0.5984","0.6001","0.13","123","85","8","1","114","1","110","0.0003413","162","1448311","Aspergillus vadensis CBS 113365","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;s_Aspergillus vadensis;-_Aspergillus vadensis CBS 113365",0.803,"Apoplastic","A0A319CIN4","uniprot50"
"370","FOXG_12469","AF-A0A0C9YEL3-F1-model_v4","0.5982","0.7217","0.205","156","109","7","84","235","1","145","0.0001877","162","1095629","Laccaria amethystina LaAM-08-1","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Agaricineae;f_Hydnangiaceae;g_Laccaria;s_Laccaria amethystina;-_Laccaria amethystina LaAM-08-1",0.58,"Apoplastic","A0A0C9YEL3","uniprot50"
"371","FOXG_17307","AF-A0A5J5F480-F1-model_v4","0.5982","0.6837","0.223","103","54","2","6","82","39","141","0.0001799","171","1250544","Sphaerosporella brunnea","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;c_Pezizomycetes;o_Pezizales;f_Pyronemataceae;g_Sphaerosporella;s_Sphaerosporella brunnea",0.931,"Apoplastic","A0A5J5F480","uniprot50"
"372","FOXG_12469","AF-A0A1Y2CBD2-F1-model_v4","0.5977","0.5624","0.21","119","70","8","125","234","53","156","0.0001877","143","1754190","Neocallimastix californiae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Neocallimastix;s_Neocallimastix californiae",0.58,"Apoplastic","A0A1Y2CBD2","uniprot50"
"373","FOXG_14069","AF-A0A2S4V4U3-F1-model_v4","0.5972","0.6368","0.154","136","79","4","125","234","42","167","0.0002711","149","27350","Puccinia striiformis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Pucciniomycetes;o_Pucciniales;f_Pucciniaceae;g_Puccinia;s_Puccinia striiformis",0.573,"Apoplastic","A0A2S4V4U3","uniprot50"
