query,target_ID,alntmscore,fident,evalue,taxid,taxname,query_effector_type_score,query_prediction,database,sequence_identity_global,sequence_identity_local,molecular_weight,num_tm_helices,signal_p,target_cysteine_percentage
FOXG_20914,A0A420TIK6,0.6186,0.169,0.0004302,948311,Fusarium proliferatum,0.5915,Apoplastic/cytoplasmic,uniprot50,0.178117048,0.378378378,44008.23214,0,NO_SP,1.781170483
FOXG_15875,A0A6A6NUS6,0.6176,0.188,0.0004786,578093,Lineolata rhizophorae,0.803,Apoplastic,uniprot50,0.268656716,0.357142857,14114.63334,0,SP,7.575757576
FOXG_22047,A0A7U2IC20,0.6173,0.193,0.0001568,321614,Parastagonospora nodorum SN15,0.708,Apoplastic,uniprot50,0.141732283,0.35,13305.15554,0,SP,5.737704918
FOXG_15875,A0A1Y2VSX6,0.6171,0.223,0.0005064,1001833,Hypoxylon sp. CI-4A,0.803,Apoplastic,uniprot50,0.192028986,0.262135922,29908.59744,0,NO_SP,3.928571429
FOXG_02842,N1S5R5,0.6166,0.239,0.0003993,2502994,Fusarium odoratissimum,0.636,Apoplastic/cytoplasmic,uniprot50,0.110958904,0.281818182,74644.52424,0,SP,4.144385027
FOXG_14882,A0A094FJT8,0.6166,0.204,0.0001065,1420910,Pseudogymnoascus sp. VKM F-4516 (FW-969),0.803,Apoplastic,uniprot50,0.200913242,0.294117647,24609.48084,0,SP,2.739726027
FOXG_12469,A0A2H3JL28,0.616,0.186,0.000136,742152,Wolfiporia cocos MD-104 SS10,0.58,Apoplastic,uniprot50,0.204255319,0.384615385,12833.42754,1,SP,2.5
FOXG_17307,A0A3D8S5N2,0.6159,0.257,0.0004141,1810919,Aspergillus mulundensis,0.931,Apoplastic,uniprot50,0.190283401,0.368421053,16516.78434,0,SP,5.095541401
FOXG_12469,A0A4Y7TUM7,0.6157,0.166,0.0003143,71717,Coprinellus micaceus,0.58,Apoplastic,uniprot50,0.122529644,0.258064516,27120.33734,0,SP,1.587301587
FOXG_12469,A0A2N5UF69,0.6156,0.244,0.0002947,200324,Puccinia coronata f. sp. avenae,0.58,Apoplastic,uniprot50,0.174496644,0.441176471,31132.91904,0,SP,1.346801347
FOXG_14069,A0A0M8MTF6,0.6149,0.178,0.000919,77020,Malassezia pachydermatis,0.573,Apoplastic,uniprot50,0.199152542,0.461538462,13750.49724,0,SP,3.149606299
FOXG_14570,A0A2V1BEL9,0.6143,0.25,0.0006317,1485229,Cadophora sp. DSE1049,0.861,Cytoplasmic,uniprot50,0.142307692,0.319444444,59607.80574,0,NO_SP,1.515151515
FOXG_15875,A0A6M7YTJ2,0.6141,0.142,0.0005064,660027,Fusarium oxysporum Fo47,0.803,Apoplastic,uniprot50,0.220338983,0.228070175,12119.90104,0,SP,5.217391304
FOXG_17307,A0A517L1K9,0.614,0.216,0.0001597,50376,Venturia effusa,0.931,Apoplastic,uniprot50,0.239766082,0.47826087,35570.30834,0,SP,3.179190751
FOXG_20914,A0A395RLM4,0.6137,0.17,0.0009515,5514,Fusarium sporotrichioides,0.5915,Apoplastic/cytoplasmic,uniprot50,0.147916667,0.302325581,53721.95694,0,NO_SP,2.45398773
FOXG_22047,A0A6A6DA69,0.613,0.151,0.000167,1314779,Zopfia rhizophila CBS 207.26,0.708,Apoplastic,uniprot50,0.213114754,0.333333333,20255.59004,0,SP,2.732240437
FOXG_14882,F9FQ77,0.6129,0.203,0.0004965,660025,Fusarium oxysporum f. sp. conglutinans Fo5176,0.803,Apoplastic,uniprot50,0.25,0.365853659,13692.41324,0,SP,6.25
FOXG_14570,A0A094E3L9,0.6128,0.296,0.0001775,1420909,Pseudogymnoascus sp. VKM F-4515 (FW-2607),0.861,Cytoplasmic,uniprot50,0.145421903,0.348837209,67486.53334,1,NO_SP,1.833333333
FOXG_15875,E3QKH1,0.6125,0.189,0.0009411,645133,Colletotrichum graminicola M1.001,0.803,Apoplastic,uniprot50,0.213675214,0.224137931,11444.00014,1,SP,8.490566038
FOXG_12469,A0A1E3JG85,0.6114,0.226,0.000165,1295532,Cryptococcus depauperatus CBS 7855,0.58,Apoplastic,uniprot50,0.127413127,0.237288136,26617.62854,0,SP,1.544401544
FOXG_14570,A0A4Z1PHZ7,0.6104,0.207,0.0007719,86259,Venturia nashicola,0.861,Cytoplasmic,uniprot50,0.154308617,0.237288136,57998.26194,1,NO_SP,1.176470588
FOXG_12469,A0A0L0VQG7,0.61,0.188,0.000681,1165861,Puccinia striiformis f. sp. tritici PST-78,0.58,Apoplastic,uniprot50,0.1625,0.303571429,24175.69494,0,NO_SP,3.555555556
FOXG_17307,W9YXU6,0.6096,0.303,0.0004141,1089452,Fusarium oxysporum f. sp. melonis 26406,0.931,Apoplastic,uniprot50,0.198380567,0.431034483,13761.56984,0,SP,6.015037594
FOXG_14570,A0A1C1CDK0,0.609,0.208,0.0006993,86049,Cladophialophora carrionii,0.861,Cytoplasmic,proteome,0.147982063,0.243589744,52609.99784,0,NO_SP,1.70575693
FOXG_14069,A0A2J6QI93,0.6088,0.187,0.0004834,2082293,Hyaloscypha hepaticicola,0.573,Apoplastic,uniprot50,0.195583596,0.272727273,32525.28074,0,SP,2.208201893
FOXG_12469,W3WJG9,0.6082,0.187,0.0001051,1229662,Pestalotiopsis fici W106-1,0.58,Apoplastic,uniprot50,0.11814346,0.223684211,23356.16244,0,SP,2.666666667
FOXG_17307,A0A7R8AQH8,0.6082,0.232,0.0004395,1220207,Aspergillus puulaauensis,0.931,Apoplastic,uniprot50,0.190677966,0.314285714,15274.52494,0,SP,5.755395683
FOXG_12469,A0A1D9PWX6,0.608,0.202,0.0004338,665079,Sclerotinia sclerotiorum 1980 UF-70,0.58,Apoplastic,uniprot50,0.210526316,0.21978022,30918.37284,0,SP,2.302631579
FOXG_14069,A0A2S4UM61,0.6079,0.141,0.0007579,27350,Puccinia striiformis,0.573,Apoplastic,uniprot50,0.182978723,0.290322581,17140.01984,0,NO_SP,3.225806452
FOXG_17307,G2QMV1,0.6079,0.272,0.0008464,573729,Thermothelomyces thermophilus ATCC 42464,0.931,Apoplastic,uniprot50,0.214574899,0.37037037,13834.67384,0,SP,6.923076923
FOXG_20914,S3CWG7,0.6078,0.187,0.0006835,1116229,Glarea lozoyensis ATCC 20868,0.5915,Apoplastic/cytoplasmic,uniprot50,0.140909091,0.310344828,50473.90524,0,NO_SP,1.548672566
FOXG_12469,A0A2S4UM61,0.6077,0.149,0.0005263,27350,Puccinia striiformis,0.58,Apoplastic,uniprot50,0.187234043,0.294117647,17140.01984,0,NO_SP,3.225806452
FOXG_12469,A0A180GXC9,0.6076,0.145,0.0003352,630390,Puccinia triticina 1-1 BBBD Race 1,0.58,Apoplastic,uniprot50,0.181818182,0.333333333,15714.64054,0,NO_SP,3.424657534
FOXG_14069,A0A180GXC9,0.6076,0.145,0.0003739,630390,Puccinia triticina 1-1 BBBD Race 1,0.573,Apoplastic,uniprot50,0.19047619,0.4,15714.64054,0,NO_SP,3.424657534
FOXG_12469,A0A511K6X0,0.6071,0.121,0.0005613,5286,Rhodotorula toruloides,0.58,Apoplastic,uniprot50,0.165048544,0.221238938,32193.20294,0,SP,1.294498382
FOXG_14069,A0A0L0URE9,0.607,0.173,0.0002097,1165861,Puccinia striiformis f. sp. tritici PST-78,0.573,Apoplastic,uniprot50,0.187234043,0.347826087,15083.94924,0,NO_SP,4.285714286
FOXG_12469,A0A0L0URE9,0.6067,0.188,0.0002135,1165861,Puccinia striiformis f. sp. tritici PST-78,0.58,Apoplastic,uniprot50,0.186956522,0.409090909,15083.94924,0,NO_SP,4.285714286
FOXG_14069,A0A0L0VQG7,0.6062,0.181,0.0008619,1165861,Puccinia striiformis f. sp. tritici PST-78,0.573,Apoplastic,uniprot50,0.163865546,0.285714286,24175.69494,0,NO_SP,3.555555556
FOXG_20914,A0A365MYN4,0.6059,0.177,0.0003768,948311,Fusarium proliferatum,0.5915,Apoplastic/cytoplasmic,uniprot50,0.153172867,0.371428571,54454.30294,0,NO_SP,1.21703854
FOXG_14570,A0A3M7JZN8,0.6056,0.22,0.0002028,5059,Aspergillus flavus,0.861,Cytoplasmic,uniprot50,0.168900804,0.259259259,43359.89604,0,NO_SP,1.604278075
FOXG_14069,V2YVG2,0.6053,0.137,0.0001103,1381753,Moniliophthora roreri MCA 2997,0.573,Apoplastic,uniprot50,0.220264317,0.409090909,12161.73004,0,SP,0.840336134
FOXG_22047,G3JUS4,0.6051,0.242,0.0002941,983644,Cordyceps militaris CM01,0.708,Apoplastic,uniprot50,0.14484127,0.328125,56710.98004,0,SP,2.729044834
FOXG_12469,A0A0H2S3E5,0.605,0.224,0.0001121,27342,Schizopora paradoxa,0.58,Apoplastic,uniprot50,0.215246637,0.378378378,11980.58584,0,SP,4.273504274
FOXG_12469,H6QPZ4,0.6047,0.195,0.0002947,418459,Puccinia graminis f. sp. tritici CRL 75-36-700-3,0.58,Apoplastic,uniprot50,0.200854701,0.340909091,16161.42134,0,NO_SP,3.378378378
FOXG_14069,H6QPZ4,0.6045,0.179,0.0001729,418459,Puccinia graminis f. sp. tritici CRL 75-36-700-3,0.573,Apoplastic,uniprot50,0.205128205,0.391304348,16161.42134,0,NO_SP,3.378378378
FOXG_17307,A0A6A6EY62,0.6041,0.181,0.0009535,1314779,Zopfia rhizophila CBS 207.26,0.931,Apoplastic,uniprot50,0.208333333,0.253968254,12408.00074,0,SP,4.504504505
FOXG_22047,A0A1Y2M5V1,0.6039,0.095,0.0003551,105696,Epicoccum nigrum,0.708,Apoplastic,uniprot50,0.127586207,0.416666667,65500.37064,0,SP,1.379310345
FOXG_02842,A0A365MQ14,0.6036,0.254,0.0001934,948311,Fusarium proliferatum,0.636,Apoplastic/cytoplasmic,uniprot50,0.114678899,0.3,95241.46994,9,NO_SP,4.04494382
FOXG_12469,A0A0W0FTX2,0.6033,0.231,0.0005263,221103,Moniliophthora roreri,0.58,Apoplastic,uniprot50,0.138888889,0.258064516,26169.90124,0,SP,1.587301587
FOXG_20914,W9J6Q2,0.6033,0.179,0.0001945,660029,Fusarium oxysporum NRRL 32931,0.5915,Apoplastic/cytoplasmic,uniprot50,0.163316583,0.342857143,44403.94324,0,NO_SP,2.512562814
FOXG_22047,A0A4Q4M3W3,0.603,0.159,0.0005515,119927,Alternaria tenuissima,0.708,Apoplastic,uniprot50,0.189393939,0.434782609,13526.96004,0,SP,4.761904762
FOXG_14570,A0A1S1VXZ3,0.6024,0.21,0.0007719,1573173,Colletotrichum incanum,0.861,Cytoplasmic,uniprot50,0.145228216,0.282051282,56092.98684,0,NO_SP,1.57480315
FOXG_17307,A0A094B990,0.6024,0.267,0.0002283,1420906,Pseudogymnoascus sp. VKM F-4281 (FW-2241),0.931,Apoplastic,uniprot50,0.163265306,0.367346939,13293.30304,0,SP,7.438016529
FOXG_14570,U7Q4H5,0.6021,0.234,0.0003353,1391915,Sporothrix schenckii ATCC 58251,0.861,Cytoplasmic,proteome,0.133828996,0.270833333,62407.09144,1,NO_SP,0.545454545
FOXG_14069,N1J7F3,0.602,0.223,0.0002711,546991,Blumeria hordei DH14,0.573,Apoplastic,uniprot50,0.224215247,0.45,12169.46314,1,SP,6.034482759
FOXG_15875,F9FQ77,0.602,0.223,0.0007512,660025,Fusarium oxysporum f. sp. conglutinans Fo5176,0.803,Apoplastic,uniprot50,0.2578125,0.365853659,13692.41324,0,SP,6.25
FOXG_14069,A0A6A4GJR5,0.6019,0.22,0.0001521,1447944,Gymnopus androsaceus JB14,0.573,Apoplastic,uniprot50,0.185528757,0.357142857,56025.00664,0,SP,1.84501845
FOXG_15875,A0A0K8L1W8,0.6017,0.166,0.0007948,91492,Aspergillus udagawae,0.803,Apoplastic,uniprot50,NA,NA,18.01524,NA,NA,NA
FOXG_14069,A0A1D9PWX6,0.6015,0.201,0.00098,665079,Sclerotinia sclerotiorum 1980 UF-70,0.573,Apoplastic,uniprot50,0.210526316,0.208791209,30918.37284,0,SP,2.302631579
FOXG_17307,G2YPQ4,0.601,0.196,0.0001335,999810,Botrytis cinerea T4,0.931,Apoplastic,uniprot50,0.195121951,0.31372549,20093.91384,0,NO_SP,3.370786517
FOXG_14069,F4R723,0.6008,0.146,0.0004834,747676,Melampsora larici-populina 98AG31,0.573,Apoplastic,uniprot50,0.179916318,0.208333333,23835.51874,0,SP,5.02283105
FOXG_12469,A0A2S4V4U3,0.5999,0.153,0.0002429,27350,Puccinia striiformis,0.58,Apoplastic,uniprot50,0.150735294,0.296296296,29927.34154,1,NO_SP,2.941176471
FOXG_14069,A0A2H3JL28,0.5995,0.209,0.0001844,742152,Wolfiporia cocos MD-104 SS10,0.573,Apoplastic,uniprot50,0.204255319,0.384615385,12833.42754,1,SP,2.5
FOXG_14570,A0A1C1CWG4,0.599,0.261,0.0002245,86049,Cladophialophora carrionii,0.861,Cytoplasmic,proteome,0.140977444,0.272727273,60475.80684,2,NO_SP,1.127819549
FOXG_15875,A0A834SGL6,0.5987,0.136,0.0005357,45151,Pyrenophora tritici-repentis,0.803,Apoplastic,uniprot50,0.214912281,0.428571429,26621.10554,0,SP,3.813559322
FOXG_15875,A0A319CIN4,0.5984,0.13,0.0003413,1448311,Aspergillus vadensis CBS 113365,0.803,Apoplastic,uniprot50,0.179054054,0.382352941,34999.21604,0,SP,1.592356688
FOXG_12469,A0A0C9YEL3,0.5982,0.205,0.0001877,1095629,Laccaria amethystina LaAM-08-1,0.58,Apoplastic,uniprot50,0.205696203,0.30952381,33606.42254,0,SP,1.552795031
FOXG_17307,A0A5J5F480,0.5982,0.223,0.0001799,1250544,Sphaerosporella brunnea,0.931,Apoplastic,uniprot50,0.18699187,0.459459459,18123.70304,0,SP,3.550295858
FOXG_14069,A0A2S4V4U3,0.5972,0.154,0.0002711,27350,Puccinia striiformis,0.573,Apoplastic,uniprot50,0.150735294,0.236363636,29927.34154,1,NO_SP,2.941176471
FOXG_20914,A0A6A6QK96,0.597,0.235,0.0001595,390894,Lophium mytilinum,0.5915,Apoplastic/cytoplasmic,uniprot50,0.126388889,0.256410256,82403.92964,0,NO_SP,2.602739726
FOXG_17307,A0A2I2FK15,0.5969,0.272,0.0001597,41067,Aspergillus candidus,0.931,Apoplastic,uniprot50,0.211206897,0.42,13170.14334,0,SP,6.611570248
FOXG_14882,A0A139ITE9,0.5953,0.226,0.0002177,113226,Pseudocercospora musae,0.803,Apoplastic,uniprot50,0.224137931,0.285714286,11788.14974,0,SP,8.035714286
FOXG_12469,V2YVG2,0.5951,0.165,0.0002002,1381753,Moniliophthora roreri MCA 2997,0.58,Apoplastic,uniprot50,0.220264317,0.409090909,12161.73004,0,SP,0.840336134
FOXG_12469,A0A067MZ72,0.5943,0.112,0.0005263,930990,Botryobasidium botryosum FD-172 SS1,0.58,Apoplastic,uniprot50,0.208510638,0.347826087,12520.25664,0,SP,4.87804878
FOXG_12469,C7Z895,0.5941,0.167,0.0002947,660122,Fusarium vanettenii 77-13-4,0.58,Apoplastic,uniprot50,0.11440678,0.25,23686.45144,0,NO_SP,3.619909502
FOXG_14069,A0A4Y7TUM7,0.5937,0.176,0.0007108,71717,Coprinellus micaceus,0.573,Apoplastic,uniprot50,0.123015873,0.290322581,27120.33734,0,SP,1.587301587
FOXG_17307,A0A6A6UCK9,0.5936,0.216,0.0005578,703497,Microthyrium microscopicum,0.931,Apoplastic,uniprot50,0.202830189,0.294117647,44735.57834,1,SP,2.81030445
FOXG_14069,A0A0C9YEL3,0.5935,0.211,0.0001176,1095629,Laccaria amethystina LaAM-08-1,0.573,Apoplastic,uniprot50,0.208860759,0.321428571,33606.42254,0,SP,1.552795031
FOXG_15875,A0A4Q2V9R4,0.5935,0.203,0.0002301,451672,Fusarium oxysporum f. sp. narcissi,0.803,Apoplastic,uniprot50,0.198275862,0.266666667,11708.97304,0,SP,7.272727273
FOXG_14882,A0A834SGL6,0.5933,0.145,0.0009089,45151,Pyrenophora tritici-repentis,0.803,Apoplastic,uniprot50,0.206140351,0.428571429,26621.10554,0,SP,3.813559322
FOXG_14570,A0A6A5XR06,0.5923,0.192,0.0004835,1450172,Aaosphaeria arxii CBS 175.79,0.861,Cytoplasmic,uniprot50,0.154362416,0.288461538,52347.09824,0,NO_SP,1.33037694
FOXG_14069,W3WJG9,0.5921,0.2,0.0001844,1229662,Pestalotiopsis fici W106-1,0.573,Apoplastic,uniprot50,0.11814346,0.223684211,23356.16244,0,SP,2.666666667
FOXG_12469,V2XKJ0,0.5914,0.223,0.0001275,1381753,Moniliophthora roreri MCA 2997,0.58,Apoplastic,uniprot50,0.178451178,0.272,31008.20794,0,SP,1.346801347
FOXG_12469,A0A180GAB0,0.5913,0.17,0.000681,630390,Puccinia triticina 1-1 BBBD Race 1,0.58,Apoplastic,uniprot50,0.204255319,0.290322581,14415.05994,0,NO_SP,3.875968992
FOXG_14570,A0A093YFG2,0.5913,0.295,0.0002318,1391699,Pseudogymnoascus sp. VKM F-3808,0.861,Cytoplasmic,uniprot50,0.154875717,0.326732673,60193.77124,1,NO_SP,1.688555347
FOXG_15875,A0A409Y3C5,0.5909,0.188,0.0004042,231916,Gymnopilus dilepis,0.803,Apoplastic,uniprot50,0.271929825,0.314285714,10461.73604,1,SP,3.703703704
FOXG_15875,A0A165XJC3,0.5909,0.149,0.0006344,1314672,Peniophora sp. CONT,0.803,Apoplastic,uniprot50,0.198529412,0.203389831,14403.26814,0,SP,5.185185185
FOXG_14069,A0A180GAB0,0.5906,0.153,0.0004834,630390,Puccinia triticina 1-1 BBBD Race 1,0.573,Apoplastic,uniprot50,0.212765957,0.290322581,14415.05994,0,NO_SP,3.875968992
FOXG_15875,A0A2T3A4D5,0.5902,0.151,0.0004786,2025994,Coniella lustricola,0.803,Apoplastic,uniprot50,0.145299145,0.268292683,11758.22234,0,SP,5.263157895
FOXG_20914,A0A7J6J6X1,0.5899,0.168,0.0001072,1213859,Colletotrichum fructicola Nara gc5,0.5915,Apoplastic/cytoplasmic,uniprot50,0.117791411,0.206521739,91371.21574,0,NO_SP,1.946472019
FOXG_14069,A0A165H3D8,0.5888,0.139,0.0003288,1353952,Calocera cornea HHB12733,0.573,Apoplastic,uniprot50,0.182978723,0.5,17719.60664,0,NO_SP,1.19760479
FOXG_14570,W9Q3I7,0.5886,0.285,0.0005908,1080344,Fusarium oxysporum f. sp. pisi HDV247,0.861,Cytoplasmic,uniprot50,0.167330677,0.333333333,28272.50574,0,NO_SP,0.775193798
FOXG_14069,A0A5C3R2G0,0.5884,0.236,0.0002711,1884261,Pterula gracilis,0.573,Apoplastic,uniprot50,0.130252101,0.307692308,25163.66594,0,SP,2.620087336
FOXG_15875,G9MWP7,0.5884,0.201,0.0004276,413071,Trichoderma virens Gv29-8,0.803,Apoplastic,uniprot50,0.220338983,0.243902439,11929.22334,0,SP,8.035714286
FOXG_14069,A0A2S6CL56,0.5881,0.215,0.0001426,357750,Cercospora berteroae,0.573,Apoplastic,uniprot50,0.225531915,0.375,14273.34154,0,SP,4.580152672
FOXG_14570,G2YCF2,0.5881,0.186,0.0008253,999810,Botrytis cinerea T4,0.861,Cytoplasmic,uniprot50,0.216450216,0.230769231,26279.17354,1,NO_SP,1.724137931
FOXG_12469,A0A5C3R2G0,0.5873,0.236,0.0007747,1884261,Pterula gracilis,0.58,Apoplastic,uniprot50,0.12605042,0.307692308,25163.66594,0,SP,2.620087336
FOXG_14069,V2XKJ0,0.5873,0.222,0.0001966,1381753,Moniliophthora roreri MCA 2997,0.573,Apoplastic,uniprot50,0.168918919,0.264,31008.20794,0,SP,1.346801347
FOXG_14069,A0A067MZ72,0.5868,0.102,0.0005497,930990,Botryobasidium botryosum FD-172 SS1,0.573,Apoplastic,uniprot50,0.208510638,0.347826087,12520.25664,0,SP,4.87804878
FOXG_14570,A0A0D2GTA1,0.5867,0.243,0.0008823,1442368,Fonsecaea pedrosoi CBS 271.37,0.861,Cytoplasmic,uniprot50,0.136622391,0.263157895,59526.21214,1,NO_SP,1.897533207
FOXG_14570,A0A0D2GTA1,0.5867,0.243,0.00024,1442368,Fonsecaea pedrosoi CBS 271.37,0.861,Cytoplasmic,proteome,0.136622391,0.263157895,59526.21214,1,NO_SP,1.897533207
FOXG_22047,G9N487,0.5856,0.152,0.0001894,413071,Trichoderma virens Gv29-8,0.708,Apoplastic,uniprot50,0.161538462,0.375,13943.54704,0,SP,6.25
FOXG_14570,A0A177C357,0.5854,0.238,0.0006317,1460663,Paraphaeosphaeria sporulosa,0.861,Cytoplasmic,uniprot50,0.132038835,0.27826087,64872.45324,0,NO_SP,1.748251748
FOXG_14570,Q5KTN2,0.5851,0.254,0.0003561,48100,Alternaria solani,0.861,Cytoplasmic,swissprot,0.142307692,0.259615385,60772.79834,1,NO_SP,1.675977654
FOXG_17307,W7E9W4,0.5843,0.185,0.0001117,930091,Bipolaris victoriae FI3,0.931,Apoplastic,uniprot50,0.222672065,0.244897959,14334.34554,0,SP,3.03030303
FOXG_12469,A0A2S6CL56,0.5837,0.207,0.0001877,357750,Cercospora berteroae,0.58,Apoplastic,uniprot50,0.217021277,0.34375,14273.34154,0,SP,4.580152672
FOXG_14882,A0A4Q2V9R4,0.5835,0.203,0.0003772,451672,Fusarium oxysporum f. sp. narcissi,0.803,Apoplastic,uniprot50,0.198275862,0.266666667,11708.97304,0,SP,7.272727273
FOXG_15875,A0A178ABG6,0.5833,0.136,0.0007101,765868,Stagonospora sp. SRC1lsM3a,0.803,Apoplastic,uniprot50,0.197080292,0.380952381,15487.13334,0,SP,4.255319149
FOXG_17307,C0NMB2,0.5831,0.281,1.49E-05,447093,Histoplasma capsulatum G186AR,0.931,Apoplastic,proteome,0.197530864,0.347222222,13705.98014,0,SP,7.37704918
FOXG_17307,C8VN07,0.5828,0.267,0.000592,227321,Aspergillus nidulans FGSC A4,0.931,Apoplastic,uniprot50,0.193965517,0.35,14226.23684,0,SP,6.015037594
FOXG_14570,B6QHD0,0.5823,0.264,0.0003701,441960,Talaromyces marneffei ATCC 18224,0.861,Cytoplasmic,uniprot50,0.135658915,0.257142857,59729.26794,0,SP,1.162790698
FOXG_15875,M2ZZ79,0.5822,0.172,0.0002175,383855,Pseudocercospora fijiensis CIRAD86,0.803,Apoplastic,uniprot50,0.201754386,0.341463415,11686.82144,0,NO_SP,7.407407407
FOXG_14069,H9CDN2,0.5816,0.124,0.000919,80884,Colletotrichum higginsianum,0.573,Apoplastic,uniprot50,0.2,0.375,13463.43194,0,SP,3.25203252
FOXG_17307,A0A3N4HYU8,0.5814,0.196,0.0007513,1160509,Ascobolus immersus RN42,0.931,Apoplastic,uniprot50,0.208163265,0.245283019,12873.77114,0,SP,5.084745763
FOXG_14570,A0A1V6QPN8,0.5812,0.252,0.0007719,60172,Penicillium solitum,0.861,Cytoplasmic,uniprot50,0.164271047,0.273584906,62973.83744,0,NO_SP,1.821493625
FOXG_17307,A0A6A6SHH9,0.5807,0.244,0.0007079,1314788,Lophiostoma macrostomum CBS 122681,0.931,Apoplastic,uniprot50,0.197969543,0.3,66156.47854,0,SP,4.898648649
FOXG_20914,A0A1J7IYY2,0.58,0.182,0.000309,1408157,Coniochaeta ligniaria NRRL 30616,0.5915,Apoplastic/cytoplasmic,uniprot50,0.2,0.183486239,27605.44914,0,NO_SP,3.29218107
FOXG_20914,A0A7C8MGZ6,0.5799,0.211,0.0001072,100035,Massariosphaeria phaeospora,0.5915,Apoplastic/cytoplasmic,uniprot50,0.174019608,0.268907563,52279.07114,0,NO_SP,1.952277657
FOXG_14069,A0A550C8X7,0.5798,0.238,0.0002097,97359,Auriculariopsis ampla,0.573,Apoplastic,uniprot50,0.234042553,0.326086957,14002.99754,0,SP,3.100775194
FOXG_20914,W9NPA0,0.5795,0.153,0.0004026,1080344,Fusarium oxysporum f. sp. pisi HDV247,0.5915,Apoplastic/cytoplasmic,uniprot50,0.151452282,0.282051282,55429.87374,0,NO_SP,2.443991853
FOXG_14069,V2XSV2,0.5791,0.176,0.0008619,1381753,Moniliophthora roreri MCA 2997,0.573,Apoplastic,uniprot50,0.204255319,0.333333333,12538.51594,0,SP,5.084745763
FOXG_14069,A0A0D2MA91,0.579,0.22,0.0001103,945553,Hypholoma sublateritium FD-334 SS-4,0.573,Apoplastic,uniprot50,0.15,0.289473684,28419.40254,0,SP,1.428571429
FOXG_12469,H9CDN2,0.5787,0.124,0.0005263,80884,Colletotrichum higginsianum,0.58,Apoplastic,uniprot50,0.195744681,0.375,13463.43194,0,SP,3.25203252
FOXG_15875,A0A7H8R7A9,0.5787,0.147,0.0002725,121627,Talaromyces rugulosus,0.803,Apoplastic,uniprot50,0.2,0.269230769,11043.24924,0,SP,5.714285714
FOXG_14570,A0A094KDJ1,0.5785,0.196,0.000423,1420914,Pseudogymnoascus sp. VKM F-4519 (FW-2642),0.861,Cytoplasmic,uniprot50,0.192307692,0.222222222,14444.78464,1,NO_SP,0.8
FOXG_14882,A0A2T3A4D5,0.5776,0.182,0.0003198,2025994,Coniella lustricola,0.803,Apoplastic,uniprot50,0.145299145,0.268292683,11758.22234,0,SP,5.263157895
FOXG_20914,A0A1L7W1H6,0.5774,0.216,0.0001704,1227346,Fusarium proliferatum ET1,0.5915,Apoplastic/cytoplasmic,uniprot50,0.126853377,0.25,67845.65674,0,NO_SP,1.642036125
FOXG_14570,A0A7T6XR96,0.577,0.29,0.0002168,36651,Penicillium digitatum,0.861,Cytoplasmic,uniprot50,0.170842825,0.29245283,49469.95074,1,NO_SP,1.59453303
FOXG_20914,A0A420TI11,0.5768,0.192,0.0004026,948311,Fusarium proliferatum,0.5915,Apoplastic/cytoplasmic,uniprot50,0.154958678,0.25,53839.02604,0,NO_SP,1.646090535
FOXG_14882,A0A3D8RXB7,0.5767,0.192,0.0007295,1810919,Aspergillus mulundensis,0.803,Apoplastic,uniprot50,0.203389831,0.388888889,12000.37514,0,SP,7.079646018
FOXG_12469,A0A5B0NIU4,0.5755,0.174,0.0001121,56615,Puccinia graminis f. sp. tritici,0.58,Apoplastic,uniprot50,0.117154812,0.263157895,25214.98694,0,SP,3.846153846
FOXG_14069,A0A369JT40,0.5748,0.201,0.0001254,39966,Hypsizygus marmoreus,0.573,Apoplastic,uniprot50,0.165957447,0.301587302,21417.26974,0,SP,3.03030303
FOXG_14570,G2YYI2,0.5748,0.222,0.000423,999810,Botrytis cinerea T4,0.861,Cytoplasmic,uniprot50,0.17768595,0.223529412,27491.71304,0,NO_SP,1.652892562
FOXG_22047,K5WL21,0.5747,0.134,0.0008564,597362,Agaricus bisporus var. burnettii JB137-S8,0.708,Apoplastic,uniprot50,0.162962963,0.277777778,14159.10254,0,SP,5.925925926
FOXG_12469,N1J7F3,0.574,0.209,0.0003575,546991,Blumeria hordei DH14,0.58,Apoplastic,uniprot50,0.219730942,0.45,12169.46314,1,SP,6.034482759
FOXG_14140,K3VR31,0.574,0.198,0.000258,1028729,Fusarium pseudograminearum CS3096,0.876,Apoplastic/cytoplasmic,uniprot50,0.26984127,0.275862069,13873.75164,0,SP,6.504065041
FOXG_14069,A0A067MPC7,0.5738,0.118,0.0008619,930990,Botryobasidium botryosum FD-172 SS1,0.573,Apoplastic,uniprot50,0.182978723,0.314285714,12712.81364,1,SP,5.737704918
FOXG_12469,A0A5C3MP91,0.5734,0.129,0.0002277,5364,Heliocybe sulcata,0.58,Apoplastic,uniprot50,0.204255319,0.4375,18272.10044,0,SP,1.183431953
FOXG_14882,M2ZZ79,0.573,0.163,0.000357,383855,Pseudocercospora fijiensis CIRAD86,0.803,Apoplastic,uniprot50,0.192982456,0.341463415,11686.82144,0,NO_SP,7.407407407
FOXG_22047,A0A6A5V3X0,0.573,0.143,0.0005515,1447943,Bimuria novae-zelandiae CBS 107.79,0.708,Apoplastic,uniprot50,0.203592814,0.428571429,18445.52744,0,SP,2.395209581
