"","query","target","alntmscore","lddt","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","evalue","bits","query_prediction","query_effector_type_score","target_prediction"
"373","FOXG_15934","FOXG_17307",0.285,0.6587,0.25,16,12,0,58,73,1,16,7.072,5,"Non-effector",0.809,"Apoplastic"
"374","FOXG_14758","FOXG_14140",0.2847,0.2185,0.105,95,61,7,22,111,1,76,1.042,12,"Non-effector",0.676,"Apoplastic/cytoplasmic"
"375","FOXG_17980","FOXG_09662",0.2842,0.7081,0.038,26,25,0,25,50,63,88,8.82,3,"Apoplastic/cytoplasmic",0.5965,"Apoplastic"
"376","FOXG_22779","FOXG_01683",0.2842,0.259,0.095,42,28,4,2,38,31,67,2.745,7,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"377","FOXG_07716","FOXG_19612",0.2836,0.7098,0.2,60,45,1,1,60,1,57,6.98,5,"Non-effector",0.839,"Cytoplasmic"
"378","FOXG_19612","FOXG_07716",0.2836,0.7332,0.2,60,45,1,1,57,1,60,6.416,6,"Cytoplasmic",0.763,"Non-effector"
"379","FOXG_05604","FOXG_13589",0.2815,0.4379,0.142,56,45,1,2,54,1,56,5.546,8,"Non-effector",0.863,"Non-effector"
"380","FOXG_13589","FOXG_05604",0.2815,0.4758,0.142,56,45,1,1,56,2,54,4.84,7,"Non-effector",0.535,"Non-effector"
"381","FOXG_22779","FOXG_22193",0.2815,0.2203,0.058,34,25,1,48,74,66,99,5.251,4,"Apoplastic/cytoplasmic",0.9425,"Cytoplasmic"
"382","FOXG_06911","FOXG_21426",0.2801,0.7276,0.217,239,159,8,1,227,1,223,2.66e-06,116,"Non-effector",0.73,"Non-effector"
"383","FOXG_22737","FOXG_01357",0.2788,0.2937,0.16,100,66,3,91,183,2,90,9.561,4,"Non-effector",0.987,"Non-effector"
"384","FOXG_17307","FOXG_22047",0.278,0.1946,0.113,44,37,2,98,139,26,69,6.196,4,"Apoplastic",0.931,"Apoplastic"
"385","FOXG_04559","FOXG_05604",0.2775,0.2554,0.181,33,21,1,125,151,310,342,3.372,7,"Non-effector",0.728,"Non-effector"
"386","FOXG_05604","FOXG_04559",0.2775,0.2621,0.181,33,21,1,310,342,125,151,7.159,4,"Non-effector",0.863,"Non-effector"
"387","FOXG_13589","FOXG_20259",0.2773,0.3156,0.218,55,40,1,20,71,16,70,6.604,4,"Non-effector",0.535,"Apoplastic"
"388","FOXG_06418","FOXG_11815",0.2771,0.3906,0.107,65,51,3,177,238,1,61,8.537,3,"Non-effector",0.751,"Non-effector"
"389","FOXG_01683","FOXG_17307",0.2769,0.2537,0.183,49,29,4,44,87,186,228,3.6,6,"Non-effector",0.636,"Apoplastic"
"390","FOXG_06418","FOXG_12450",0.276,0.3066,0.16,75,52,4,82,156,53,116,6.304,4,"Non-effector",0.751,"Apoplastic"
"391","FOXG_22560","FOXG_22777",0.2748,0.4569,0.161,62,40,1,1,50,6,67,3.475,8,"Apoplastic",0.801,"Apoplastic"
"392","FOXG_17259","FOXG_20490",0.2743,0.6006,0.133,75,49,4,48,122,10,68,7.047,5,"Cytoplasmic",0.739,"Non-effector"
"393","FOXG_20914","FOXG_14231",0.2738,0.259,0.128,39,25,2,76,114,147,176,8.086,3,"Apoplastic/cytoplasmic",0.5915,"Cytoplasmic"
"394","FOXG_22058","FOXG_21467",0.2734,0.3896,0.176,34,22,1,5,32,22,55,9.558,3,"Apoplastic",0.639,"Non-effector"
"395","FOXG_17980","FOXG_19612",0.2731,0.6383,0.259,27,19,1,23,49,54,79,4.215,7,"Apoplastic/cytoplasmic",0.5965,"Cytoplasmic"
"396","FOXG_22193","FOXG_13589",0.2731,0.2258,0.166,36,28,1,83,118,60,93,4.634,5,"Cytoplasmic",0.766,"Non-effector"
"397","FOXG_12450","FOXG_03736",0.2725,0.8513,0.181,22,18,0,1,22,1039,1060,8.802,5,"Apoplastic",0.629,"Non-effector"
"398","FOXG_07142","FOXG_18382",0.2724,0.14,0.125,32,24,3,67,95,10,40,3.276,5,"Non-effector",0.577,"Cytoplasmic"
"399","FOXG_06620","FOXG_17259",0.2714,0.4701,0.132,53,41,2,12,64,77,124,8.231,3,"Cytoplasmic",0.514,"Cytoplasmic"
"400","FOXG_11116","FOXG_16416",0.2712,0.2468,0.083,48,23,4,381,420,111,145,9.75,2,"Non-effector",0.744,"Apoplastic"
"401","FOXG_05795","FOXG_22737",0.2705,0.2015,0.097,41,31,3,39,79,239,273,2.983,8,"Non-effector",0.802,"Non-effector"
"402","FOXG_22737","FOXG_05795",0.2705,0.1684,0.097,41,31,3,239,273,39,79,4.484,6,"Non-effector",0.987,"Non-effector"
"403","FOXG_16398","FOXG_22509",0.2704,0.2726,0.109,73,39,7,108,163,61,124,1.153,13,"Non-effector",0.505,"Non-effector"
"404","FOXG_22509","FOXG_16398",0.2704,0.263,0.109,73,39,7,61,124,108,163,0.8286,13,"Non-effector",0.623,"Non-effector"
"405","FOXG_06418","FOXG_22737",0.2703,0.4137,0.132,53,37,1,202,254,4,47,4.638,7,"Non-effector",0.751,"Non-effector"
"406","FOXG_14140","FOXG_05795",0.2696,0.4504,0.186,43,26,2,1,34,1,43,1.722,13,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"407","FOXG_22058","FOXG_03043",0.2691,0.2436,0.035,56,34,3,57,112,172,207,5.789,5,"Apoplastic",0.639,"Non-effector"
"408","FOXG_01683","FOXG_22560",0.2689,0.1593,0.125,24,15,1,50,73,30,47,5.903,3,"Non-effector",0.636,"Apoplastic"
"409","FOXG_16416","FOXG_22058",0.2684,0.3356,0.093,43,31,2,40,78,69,107,1.936,11,"Apoplastic",0.943,"Apoplastic"
"410","FOXG_20914","FOXG_17980",0.2684,0.2516,0.219,41,29,1,75,115,12,49,7.104,3,"Apoplastic/cytoplasmic",0.5915,"Apoplastic/cytoplasmic"
"411","FOXG_22058","FOXG_16416",0.2684,0.238,0.093,43,31,2,69,107,40,78,1.657,10,"Apoplastic",0.639,"Apoplastic"
"412","FOXG_14140","FOXG_16416",0.2683,0.241,0.1,50,31,3,27,75,109,145,1.937,9,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"413","FOXG_16416","FOXG_14140",0.2683,0.182,0.1,50,31,3,109,145,27,75,1.529,9,"Apoplastic",0.943,"Apoplastic/cytoplasmic"
"414","FOXG_21467","FOXG_14231",0.2683,0.5125,0.318,22,14,1,30,50,163,184,5.445,5,"Non-effector",0.756,"Cytoplasmic"
"415","FOXG_22828","FOXG_03736",0.2683,0.1904,0.178,28,23,0,2,29,599,626,6.795,3,"Non-effector",0.582,"Non-effector"
"416","FOXG_10864","FOXG_18382",0.2681,0.3367,0.15,20,17,0,103,122,47,66,8.837,3,"Apoplastic",0.757,"Cytoplasmic"
"417","FOXG_11815","FOXG_19858",0.2664,0.3355,0.094,106,79,3,154,258,6,95,9.478,4,"Non-effector",0.843,"Non-effector"
"418","FOXG_06620","FOXG_14098",0.2662,0.3917,0.178,28,22,1,1,28,1,27,6.466,3,"Cytoplasmic",0.514,"Cytoplasmic"
"419","FOXG_14098","FOXG_06620",0.2662,0.6858,0.178,28,22,1,1,27,1,28,8.873,3,"Cytoplasmic",0.873,"Cytoplasmic"
"420","FOXG_14231","FOXG_15903",0.2662,0.3792,0.25,32,17,2,148,172,13,44,5.357,6,"Cytoplasmic",0.77,"Cytoplasmic"
"421","FOXG_15903","FOXG_14231",0.2662,0.4851,0.25,32,17,2,13,44,148,172,4.418,5,"Cytoplasmic",0.763,"Cytoplasmic"
"422","FOXG_16416","FOXG_22193",0.2659,0.3326,0.093,43,31,2,40,78,69,107,1.442,12,"Apoplastic",0.943,"Cytoplasmic"
"423","FOXG_22193","FOXG_16416",0.2659,0.2428,0.093,43,31,2,69,107,40,78,1.118,11,"Cytoplasmic",0.766,"Apoplastic"
"424","FOXG_20490","FOXG_12450",0.2657,0.3149,0.162,37,23,2,32,61,78,113,9.784,2,"Non-effector",0.754,"Apoplastic"
"425","FOXG_05604","FOXG_14069",0.2655,0.118,0.157,19,13,1,398,416,181,196,5.546,4,"Non-effector",0.863,"Apoplastic"
"426","FOXG_14069","FOXG_05604",0.2655,0.1174,0.157,19,13,1,181,196,398,416,4.119,4,"Apoplastic",0.573,"Non-effector"
"427","FOXG_14069","FOXG_18382",0.2652,0.1524,0.093,43,31,4,177,211,14,56,7.306,2,"Apoplastic",0.573,"Cytoplasmic"
"428","FOXG_03043","FOXG_01344",0.2646,0.5189,0.196,51,33,3,219,262,123,172,9.454,3,"Non-effector",0.84,"Non-effector"
"429","FOXG_06620","FOXG_19612",0.2646,0.4897,0.1,70,51,4,4,68,193,255,8.911,2,"Cytoplasmic",0.514,"Cytoplasmic"
"430","FOXG_22560","FOXG_02842",0.2642,0.3983,0.151,33,27,1,2,34,27,58,8.738,3,"Apoplastic",0.801,"Apoplastic/cytoplasmic"
"431","FOXG_13589","FOXG_03736",0.2636,0.2694,0.253,83,53,3,48,126,436,513,3.77,6,"Non-effector",0.535,"Non-effector"
"432","FOXG_14231","FOXG_21467",0.2634,0.4711,0.23,39,24,2,147,183,18,52,6.417,5,"Cytoplasmic",0.77,"Non-effector"
"433","FOXG_06911","FOXG_06418",0.2631,0.3223,0.137,51,41,1,3,50,16,66,2.144,10,"Non-effector",0.73,"Non-effector"
"434","FOXG_04559","FOXG_18382",0.2622,0.1864,0.076,52,34,2,14,65,2,39,4.323,5,"Non-effector",0.728,"Cytoplasmic"
"435","FOXG_06620","FOXG_14069",0.2622,0.3993,0.166,18,15,0,11,28,13,30,8.911,2,"Cytoplasmic",0.514,"Apoplastic"
"436","FOXG_22560","FOXG_20862",0.2621,0.4451,0.25,16,12,0,3,18,1,16,9.363,3,"Apoplastic",0.801,"Non-effector"
"437","FOXG_13589","FOXG_17842",0.2615,0.2528,0.108,83,53,6,26,93,42,118,2.015,8,"Non-effector",0.535,"Non-effector"
"438","FOXG_20101","FOXG_22058",0.2607,0.212,0.06,66,35,5,317,373,55,102,5.213,4,"Non-effector",0.769,"Apoplastic"
"439","FOXG_01357","FOXG_14570",0.2605,0.4446,0.162,80,49,2,26,89,2,79,4.97,5,"Non-effector",0.692,"Cytoplasmic"
"440","FOXG_14570","FOXG_01357",0.2605,0.5636,0.162,80,49,2,2,79,26,89,9.142,3,"Cytoplasmic",0.861,"Non-effector"
"441","FOXG_17307","FOXG_06911",0.2605,0.1215,0.31,29,12,5,197,220,525,550,9.311,1,"Apoplastic",0.931,"Non-effector"
"442","FOXG_17307","FOXG_03043",0.2602,0.3267,0.158,63,49,3,2,64,157,215,2.544,9,"Apoplastic",0.931,"Non-effector"
"443","FOXG_01683","FOXG_11116",0.2598,0.2155,0.166,30,18,1,71,93,570,599,8.511,2,"Non-effector",0.636,"Non-effector"
"444","FOXG_11116","FOXG_01683",0.2598,0.3338,0.166,30,18,1,570,599,71,93,8.769,3,"Non-effector",0.744,"Non-effector"
"445","FOXG_17980","FOXG_11116",0.2598,0.6763,0.153,26,22,0,25,50,601,626,8.137,3,"Apoplastic/cytoplasmic",0.5965,"Non-effector"
"446","FOXG_05604","FOXG_12469",0.2593,0.118,0.105,19,14,1,398,416,181,196,6.804,3,"Non-effector",0.863,"Apoplastic"
"447","FOXG_12469","FOXG_05604",0.2593,0.119,0.105,19,14,1,181,196,398,416,5.3,3,"Apoplastic",0.58,"Non-effector"
"448","FOXG_22058","FOXG_20101",0.2585,0.2854,0.06,66,35,5,55,102,317,373,5.17,5,"Apoplastic",0.639,"Non-effector"
"449","FOXG_20862","FOXG_22828",0.2579,0.2128,0.101,59,37,5,21,76,18,63,5.881,4,"Non-effector",0.633,"Non-effector"
"450","FOXG_12450","FOXG_22737",0.2575,0.4124,0.21,38,29,1,99,135,5,42,8.802,3,"Apoplastic",0.629,"Non-effector"
"451","FOXG_14570","FOXG_22737",0.2565,0.4404,0.148,74,58,2,16,84,8,81,5.411,6,"Cytoplasmic",0.861,"Non-effector"
"452","FOXG_13589","FOXG_22828",0.2564,0.1999,0.09,22,20,0,55,76,1,22,8.443,2,"Non-effector",0.535,"Non-effector"
"453","FOXG_22560","FOXG_01683",0.2563,0.2647,0.193,31,16,2,30,51,50,80,7.084,3,"Apoplastic",0.801,"Non-effector"
"454","FOXG_15934","FOXG_07142",0.2558,0.6708,0.047,21,20,0,53,73,1,21,7.072,4,"Non-effector",0.809,"Non-effector"
"455","FOXG_06418","FOXG_20490",0.2552,0.3851,0.065,61,52,2,194,249,10,70,7.567,4,"Non-effector",0.751,"Non-effector"
"456","FOXG_22193","FOXG_05604",0.2552,0.1917,0.029,34,27,1,80,107,475,508,7.854,3,"Cytoplasmic",0.766,"Non-effector"
"457","FOXG_16416","FOXG_07142",0.2548,0.1953,0.208,48,29,5,167,209,62,105,2.757,7,"Apoplastic",0.943,"Non-effector"
"458","FOXG_22737","FOXG_15903",0.2546,0.393,0.204,44,28,1,1,37,1,44,9.982,4,"Non-effector",0.987,"Cytoplasmic"
"459","FOXG_06911","FOXG_17307",0.2544,0.1431,0.275,29,13,4,525,550,197,220,5.34,3,"Non-effector",0.73,"Apoplastic"
"460","FOXG_20259","FOXG_17842",0.2544,0.383,0.228,35,25,1,58,90,15,49,4.938,5,"Apoplastic",0.593,"Non-effector"
"461","FOXG_22737","FOXG_16416",0.2542,0.09326,0.125,16,12,1,250,265,127,140,9.982,2,"Non-effector",0.987,"Apoplastic"
"462","FOXG_17842","FOXG_16398",0.2541,0.3289,0.088,147,77,7,30,133,19,151,0.5916,19,"Non-effector",0.637,"Non-effector"
"463","FOXG_02842","FOXG_18382",0.2537,0.25,0.186,43,28,4,92,130,17,56,5.404,5,"Apoplastic/cytoplasmic",0.636,"Cytoplasmic"
"464","FOXG_12469","FOXG_22779",0.2537,0.1597,0.162,37,26,2,161,196,6,38,9.951,1,"Apoplastic",0.58,"Apoplastic/cytoplasmic"
"465","FOXG_11116","FOXG_22801",0.2531,0.3076,0.088,45,36,2,32,74,86,127,7.877,4,"Non-effector",0.744,"Non-effector"
"466","FOXG_01357","FOXG_03043",0.2527,0.4073,0.13,69,50,2,48,106,2,70,5.809,4,"Non-effector",0.692,"Non-effector"
"467","FOXG_18382","FOXG_02842",0.2523,0.3779,0.146,41,32,3,17,56,92,130,5.347,6,"Cytoplasmic",0.594,"Apoplastic/cytoplasmic"
"468","FOXG_17842","FOXG_05795",0.2522,0.3377,0.132,98,72,7,41,132,1,91,0.5916,19,"Non-effector",0.637,"Non-effector"
"469","FOXG_17842","FOXG_20259",0.2521,0.236,0.222,36,26,1,15,50,58,91,6.529,4,"Non-effector",0.637,"Apoplastic"
"470","FOXG_01683","FOXG_17842",0.2514,0.2723,0.071,70,48,3,44,101,77,141,1.419,10,"Non-effector",0.636,"Non-effector"
"471","FOXG_14098","FOXG_14231",0.2511,0.6537,0.178,56,42,2,1,53,5,59,0.4928,19,"Cytoplasmic",0.873,"Cytoplasmic"
"472","FOXG_12405","FOXG_14231",0.2509,0.552,0.119,42,36,1,26,66,1,42,8.32,4,"Non-effector",0.684,"Cytoplasmic"
"473","FOXG_11116","FOXG_02842",0.2508,0.5348,0.159,44,37,0,1,44,1,44,8.769,4,"Non-effector",0.744,"Apoplastic/cytoplasmic"
"474","FOXG_01357","FOXG_20490",0.2486,0.485,0.21,76,53,2,17,86,89,163,9.937,2,"Non-effector",0.692,"Non-effector"
"475","FOXG_14140","FOXG_22779",0.2484,0.3001,0.232,43,22,3,10,47,2,38,5.576,5,"Apoplastic/cytoplasmic",0.876,"Apoplastic/cytoplasmic"
"476","FOXG_22864","FOXG_22058",0.2482,0.3485,0.144,69,46,2,40,98,138,203,1.216,14,"Non-effector",0.541,"Apoplastic"
"477","FOXG_18382","FOXG_12405",0.2476,0.5322,0.151,86,56,2,2,70,78,163,6.806,5,"Cytoplasmic",0.594,"Non-effector"
"478","FOXG_05604","FOXG_22779",0.2472,0.1765,0.14,50,40,2,154,200,12,61,6.466,4,"Non-effector",0.863,"Apoplastic/cytoplasmic"
"479","FOXG_22737","FOXG_22779",0.2471,0.1894,0.067,59,38,2,239,293,22,67,2.985,8,"Non-effector",0.987,"Apoplastic/cytoplasmic"
"480","FOXG_22779","FOXG_22737",0.2471,0.2442,0.067,59,38,2,22,67,239,293,1.432,9,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"481","FOXG_16416","FOXG_22828",0.247,0.137,0.217,23,16,1,101,123,9,29,5.261,3,"Apoplastic",0.943,"Non-effector"
"482","FOXG_22828","FOXG_16416",0.247,0.165,0.217,23,16,1,9,29,101,123,8.224,2,"Non-effector",0.582,"Apoplastic"
"483","FOXG_05604","FOXG_14140",0.2467,0.2092,0.041,48,34,3,397,433,28,74,8.758,3,"Non-effector",0.863,"Apoplastic/cytoplasmic"
"484","FOXG_05795","FOXG_22058",0.2457,0.1051,0.166,36,23,3,98,132,42,71,8.93,2,"Non-effector",0.802,"Apoplastic"
"485","FOXG_22058","FOXG_05795",0.2457,0.165,0.166,36,23,3,42,71,98,132,8.565,2,"Apoplastic",0.639,"Non-effector"
"486","FOXG_11116","FOXG_15934",0.2451,0.3434,0.102,39,35,0,17,55,50,88,8.769,3,"Non-effector",0.744,"Non-effector"
"487","FOXG_22047","FOXG_22864",0.245,0.3507,0.145,48,34,2,4,51,10,50,6.194,4,"Apoplastic",0.708,"Non-effector"
"488","FOXG_07142","FOXG_06418",0.2447,0.2188,0.094,95,68,5,139,216,5,98,4.443,5,"Non-effector",0.577,"Non-effector"
"489","FOXG_05795","FOXG_22193",0.2445,0.1032,0.166,36,23,3,98,132,42,71,8.506,2,"Non-effector",0.802,"Cytoplasmic"
"490","FOXG_22193","FOXG_05795",0.2445,0.1683,0.166,36,23,3,42,71,98,132,8.321,2,"Cytoplasmic",0.766,"Non-effector"
"491","FOXG_06418","FOXG_01344",0.2443,0.4032,0.066,60,47,2,178,237,139,189,9.616,3,"Non-effector",0.751,"Non-effector"
"492","FOXG_14140","FOXG_20914",0.2437,0.4311,0.2,25,18,1,3,27,5,27,9.909,3,"Apoplastic/cytoplasmic",0.876,"Apoplastic/cytoplasmic"
"493","FOXG_01357","FOXG_11116",0.2436,0.4829,0.166,12,10,0,95,106,604,615,9.218,2,"Non-effector",0.692,"Non-effector"
"494","FOXG_22047","FOXG_14140",0.2436,0.4337,0.219,41,20,4,1,31,1,39,6.194,5,"Apoplastic",0.708,"Apoplastic/cytoplasmic"
"495","FOXG_14140","FOXG_03043",0.2432,0.3971,0.084,83,66,4,1,83,153,225,0.4716,19,"Apoplastic/cytoplasmic",0.876,"Non-effector"
"496","FOXG_11815","FOXG_12469",0.2426,0.1541,0.13,23,14,1,287,303,171,193,9.099,3,"Non-effector",0.843,"Apoplastic"
"497","FOXG_12469","FOXG_11815",0.2426,0.1486,0.13,23,14,1,171,193,287,303,6.418,3,"Apoplastic",0.58,"Non-effector"
"498","FOXG_11815","FOXG_14069",0.2422,0.1541,0.13,23,14,1,287,303,171,193,9.478,2,"Non-effector",0.843,"Apoplastic"
"499","FOXG_14069","FOXG_11815",0.2422,0.1461,0.13,23,14,1,171,193,287,303,6.042,3,"Apoplastic",0.573,"Non-effector"
"500","FOXG_14570","FOXG_15934",0.242,0.4578,0.119,92,56,3,6,72,3,94,8.571,3,"Cytoplasmic",0.861,"Non-effector"
"501","FOXG_14758","FOXG_04559",0.2418,0.4398,0.096,62,51,3,137,197,33,90,3.491,9,"Non-effector",0.676,"Non-effector"
"502","FOXG_17259","FOXG_07716",0.2417,0.5663,0.102,78,57,2,48,112,5,82,6.602,5,"Cytoplasmic",0.739,"Non-effector"
"503","FOXG_15934","FOXG_01357",0.2407,0.5938,0.106,122,72,4,2,106,4,105,3.347,8,"Non-effector",0.809,"Non-effector"
"504","FOXG_12469","FOXG_22058",0.2402,0.2406,0.045,87,55,6,150,234,218,278,4.101,5,"Apoplastic",0.58,"Apoplastic"
"505","FOXG_22058","FOXG_12469",0.2402,0.2523,0.045,87,55,6,218,278,150,234,3.893,6,"Apoplastic",0.639,"Apoplastic"
"506","FOXG_22777","FOXG_22560",0.2399,0.476,0.148,54,34,1,6,59,1,42,2.897,9,"Apoplastic",0.73,"Apoplastic"
"507","FOXG_13589","FOXG_01683",0.2394,0.3531,0.114,105,71,5,3,98,1,92,1.893,10,"Non-effector",0.535,"Non-effector"
"508","FOXG_04559","FOXG_22737",0.2391,0.2029,0.038,52,40,2,12,62,213,255,4.893,4,"Non-effector",0.728,"Non-effector"
"509","FOXG_22777","FOXG_07142",0.239,0.6691,0.272,22,16,0,1,22,3,24,8.179,4,"Apoplastic",0.73,"Non-effector"
"510","FOXG_18382","FOXG_17842",0.2389,0.4513,0.145,55,28,1,6,41,52,106,2.741,10,"Cytoplasmic",0.594,"Non-effector"
"511","FOXG_11116","FOXG_19858",0.2382,0.2649,0.142,35,21,2,38,72,7,32,7.068,4,"Non-effector",0.744,"Non-effector"
"512","FOXG_05795","FOXG_22779",0.2377,0.351,0.122,49,31,1,6,54,1,37,3.469,9,"Non-effector",0.802,"Apoplastic/cytoplasmic"
"513","FOXG_14758","FOXG_06418",0.2377,0.433,0.204,49,27,4,1,39,1,47,5.123,7,"Non-effector",0.676,"Non-effector"
"514","FOXG_22779","FOXG_05795",0.2377,0.3685,0.122,49,31,1,1,37,6,54,3.798,7,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"515","FOXG_07142","FOXG_03736",0.2372,0.653,0.148,27,22,1,4,29,1042,1068,9.144,4,"Non-effector",0.577,"Non-effector"
"516","FOXG_19858","FOXG_16416",0.2369,0.2533,0.268,41,18,3,96,131,21,54,9.204,2,"Non-effector",0.832,"Apoplastic"
"517","FOXG_06418","FOXG_06620",0.2364,0.3047,0.164,67,42,2,164,229,13,66,9.062,2,"Non-effector",0.751,"Cytoplasmic"
"518","FOXG_19858","FOXG_22777",0.2363,0.2524,0.25,20,14,1,96,114,3,22,9.704,2,"Non-effector",0.832,"Apoplastic"
"519","FOXG_13589","FOXG_18382",0.2351,0.2441,0.122,49,35,3,37,83,2,44,3.326,6,"Non-effector",0.535,"Cytoplasmic"
"520","FOXG_14140","FOXG_20259",0.2348,0.3088,0.175,57,37,3,8,63,42,89,5.576,5,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"521","FOXG_22801","FOXG_14231",0.2347,0.2435,0.121,41,31,2,131,171,147,182,7.324,4,"Non-effector",0.709,"Cytoplasmic"
"522","FOXG_14069","FOXG_14140",0.2338,0.1574,0.047,21,17,1,181,198,29,49,4.99,3,"Apoplastic",0.573,"Apoplastic/cytoplasmic"
"523","FOXG_14140","FOXG_14069",0.2338,0.2077,0.047,21,17,1,29,49,181,198,7.896,3,"Apoplastic/cytoplasmic",0.876,"Apoplastic"
"524","FOXG_13589","FOXG_04559",0.2335,0.3211,0.097,103,71,6,26,118,1,91,2.432,8,"Non-effector",0.535,"Non-effector"
"525","FOXG_21426","FOXG_12405",0.2332,0.6105,0.114,122,89,3,176,287,13,125,7.035,5,"Non-effector",0.835,"Non-effector"
"526","FOXG_12450","FOXG_19858",0.233,0.3748,0.158,63,39,3,74,131,97,150,9.961,2,"Apoplastic",0.629,"Non-effector"
"527","FOXG_14069","FOXG_22058",0.2324,0.1966,0.081,49,36,4,150,196,218,259,4.99,4,"Apoplastic",0.573,"Apoplastic"
"528","FOXG_11815","FOXG_16416",0.2323,0.1845,0.12,25,18,1,270,290,73,97,9.87,2,"Non-effector",0.843,"Apoplastic"
"529","FOXG_12450","FOXG_06418",0.2322,0.3659,0.169,65,45,3,53,108,82,146,9.366,2,"Apoplastic",0.629,"Non-effector"
"530","FOXG_14570","FOXG_22058",0.232,0.4535,0.093,75,49,3,21,84,143,209,7.048,4,"Cytoplasmic",0.861,"Apoplastic"
"531","FOXG_17980","FOXG_22777",0.2319,0.5321,0.153,13,11,0,25,37,9,21,6.915,3,"Apoplastic/cytoplasmic",0.5965,"Apoplastic"
"532","FOXG_17842","FOXG_22779",0.2317,0.2042,0.1,30,23,1,71,100,12,37,5.067,5,"Non-effector",0.637,"Apoplastic/cytoplasmic"
"533","FOXG_22779","FOXG_17842",0.2317,0.226,0.1,30,23,1,12,37,71,100,5.974,3,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"534","FOXG_20101","FOXG_01683",0.2316,0.1455,0.333,24,11,2,330,351,48,68,5.863,3,"Non-effector",0.769,"Non-effector"
"535","FOXG_22779","FOXG_11116",0.2314,0.2078,0.092,76,41,3,15,90,483,530,6.371,3,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"536","FOXG_04559","FOXG_13589",0.231,0.3164,0.119,109,68,5,1,91,26,124,0.7571,13,"Non-effector",0.728,"Non-effector"
"537","FOXG_01683","FOXG_13589",0.2309,0.3221,0.097,103,67,3,13,93,1,99,2.989,7,"Non-effector",0.636,"Non-effector"
"538","FOXG_20259","FOXG_03043",0.2309,0.4114,0.142,112,79,4,1,95,1,112,3.712,6,"Apoplastic",0.593,"Non-effector"
"539","FOXG_22801","FOXG_22560",0.2304,0.3088,0.171,35,25,2,144,175,6,39,9.964,2,"Non-effector",0.709,"Apoplastic"
"540","FOXG_21426","FOXG_06911",0.2302,0.6502,0.184,309,203,8,1,289,1,280,2.062e-05,84,"Non-effector",0.835,"Non-effector"
"541","FOXG_14231","FOXG_22801",0.2297,0.4359,0.142,42,30,3,147,183,131,171,7.677,4,"Cytoplasmic",0.77,"Non-effector"
"542","FOXG_01344","FOXG_11116",0.2294,0.2568,0.104,48,38,1,34,81,19,61,8.748,3,"Non-effector",0.732,"Non-effector"
"543","FOXG_22864","FOXG_19858",0.2294,0.2975,0.098,61,31,3,40,76,8,68,6.197,4,"Non-effector",0.541,"Non-effector"
"544","FOXG_22779","FOXG_22864",0.2284,0.2977,0.111,54,35,3,7,60,10,50,7.719,3,"Apoplastic/cytoplasmic",0.9425,"Non-effector"
"545","FOXG_22864","FOXG_22779",0.2284,0.3583,0.111,54,35,3,10,50,7,60,8.17,4,"Non-effector",0.541,"Apoplastic/cytoplasmic"
"546","FOXG_22864","FOXG_05604",0.2281,0.3252,0.154,71,49,3,10,72,9,76,0.4671,17,"Non-effector",0.541,"Non-effector"
"547","FOXG_14231","FOXG_22737",0.2278,0.5422,0.05,40,33,1,147,186,13,47,9.711,3,"Cytoplasmic",0.77,"Non-effector"
"548","FOXG_12450","FOXG_13589",0.2277,0.6014,0.297,37,19,2,2,31,1,37,7.289,5,"Apoplastic",0.629,"Non-effector"
"549","FOXG_13589","FOXG_12450",0.2277,0.4312,0.297,37,19,2,1,37,2,31,4.547,6,"Non-effector",0.535,"Apoplastic"
"550","FOXG_01357","FOXG_14231",0.2272,0.3353,0.142,21,16,1,88,106,162,182,9.937,1,"Non-effector",0.692,"Cytoplasmic"
"551","FOXG_01344","FOXG_22058",0.2271,0.317,0.131,99,67,5,48,140,121,206,3.749,9,"Non-effector",0.732,"Apoplastic"
"552","FOXG_10864","FOXG_22047",0.2269,0.2323,0.241,29,18,2,97,121,99,127,9.315,2,"Apoplastic",0.757,"Apoplastic"
"553","FOXG_15903","FOXG_12450",0.2269,0.5428,0.214,42,28,2,1,40,91,129,9.433,2,"Cytoplasmic",0.763,"Apoplastic"
"554","FOXG_01683","FOXG_16398",0.2266,0.2156,0.121,74,39,5,38,86,65,137,3.831,5,"Non-effector",0.636,"Non-effector"
"555","FOXG_05604","FOXG_17307",0.2263,0.2183,0.117,51,36,6,427,474,37,81,6.466,4,"Non-effector",0.863,"Apoplastic"
"556","FOXG_14098","FOXG_12469",0.2262,0.767,0.191,120,89,3,16,129,6,123,2.939,9,"Cytoplasmic",0.873,"Apoplastic"
"557","FOXG_17307","FOXG_05604",0.2262,0.2034,0.117,51,36,6,37,81,427,474,4.892,4,"Apoplastic",0.931,"Non-effector"
